filename,num,area,circularity,mean_intensity,variance,label
2794,4,1261,0.524100342,178.7113402,8156.481405,1
2794,5,1641,0.468710784,182.7769653,8636.708151,1
2794,6,1090,0.372662878,166.6477064,6591.043733,1
2794,7,985,0.836557995,179.0213198,7380.060508,1
2794,8,1306,0.788986471,182.8369066,7456.803547,1
2794,9,372,0.971836051,199.6532258,7392.595219,0
2794,10,966,0.63220466,187.0196687,8430.645956,1
2794,11,1910,0.425947412,183.3827225,8531.355567,1
2794,12,537,0.965589613,183.5493482,6513.409809,0
2794,13,1989,0.628980925,181.4615385,8842.853297,1
2794,14,1283,0.44403039,161.6508184,6210.952726,1
2794,15,864,0.452778091,160.1319444,6352.436613,1
2794,16,869,0.761640967,163.2761795,6724.706703,1
2794,17,798,0.683179589,160.2756892,6371.859763,1
2794,18,1875,0.431809061,170.7456,6879.81183,1
2794,19,1501,0.497520543,171.8467688,7848.137095,1
2794,20,224,0.562037097,197.9732143,9061.77193,0
2794,21,1282,0.43911976,160.5132605,6777.012795,1
2794,22,948,0.600213331,165.1561181,7256.673015,1
2794,23,922,0.798437771,165.9642082,6039.180194,1
2794,24,786,0.766760996,171.1666667,7062.49793,1
2794,25,1266,0.436113774,154.7614534,6326.958032,1
2794,26,1545,0.528974424,161.7236246,6799.994755,1
2794,27,1241,0.449964731,165.0684932,7258.225507,1
2794,28,1219,0.446432008,142.3010664,5226.228531,1
2794,29,2171,0.486551172,150.7314602,5793.98602,1
2794,30,1221,0.792377409,161.2874693,5236.419444,1
2794,31,779,0.44019696,154.1797176,6168.960125,1
2794,32,1321,0.402567008,157.9288418,6359.599742,1
2794,33,1169,0.328461766,149.4234388,5619.425027,1
2794,34,1093,0.519439058,158.0247027,6704.58554,1
2794,35,1779,0.420086088,152.6492411,6063.044541,1
2794,36,1691,0.518974257,158.5452395,6414.939365,1
2794,37,1570,0.373390953,159.5012739,5816.899824,1
2794,38,788,0.658442323,179.4885787,7785.6576,1
2794,39,954,0.691807176,176.5660377,7544.755132,1
2794,40,840,0.40315503,151.427381,6384.151402,1
2794,41,949,0.328234272,167.5310854,6875.861736,1
2794,42,1548,0.486402414,168.3598191,7671.793253,1
2794,43,279,0.893892034,193.5913978,5956.860572,0
2794,44,1336,0.306217971,143.255988,3896.565445,1
2794,45,1524,0.433821538,141.6325459,4919.874242,1
2794,46,1506,0.42140533,150.5790173,5892.760403,1
2794,47,1590,0.382072613,149.2477987,5899.258489,1
2794,48,1128,0.687021815,134.0141844,4549.313292,1
2794,49,2491,0.25703261,142.1168206,4593.20362,1
2794,50,3739,0.368036191,141.5803691,4868.05708,1
2794,51,787,0.679192414,136.3316391,4525.260681,1
2794,52,1464,0.359736036,145.3237705,4754.32281,1
2794,53,1493,0.483254549,131.9249833,4532.328361,1
2794,54,1253,0.667044091,141.6169194,5462.259565,1
2794,55,1348,0.565828892,142.6416914,5626.264578,1
2794,56,568,0.80708244,138.4894366,4766.688881,1
2795,1,1969,0.409654068,161.7673946,6784.632457,1
2795,2,231,0.935696666,191.3376623,8070.531358,0
2795,3,1004,0.386597439,175.8366534,6913.206983,1
2795,4,900,0.687420238,179.8477778,8631.717322,1
2795,5,608,0.550203568,140.5263158,5682.917155,1
2795,6,1085,0.2778042,154.7852535,6585.778024,1
2795,7,2582,0.387699297,169.5441518,7331.631918,1
2795,8,2311,0.41054348,163.9536997,7295.552933,1
2795,9,1008,0.530876057,142.0168651,5281.90727,1
2795,10,896,0.455071828,140.2578125,5300.569042,1
2795,11,756,0.634884621,159.7103175,6871.299527,1
2795,12,962,0.340186973,161.466736,6575.503765,1
2795,13,1242,0.50849102,161.8413849,7239.594141,1
2795,14,1903,0.339118743,148.6852338,5262.976902,1
2795,15,990,0.50792145,142.7484848,5818.630914,1
2795,16,1157,0.582971875,134.0250648,5050.78667,1
2795,17,1803,0.453656741,154.5951192,6024.773363,1
2795,18,1176,0.511204599,131.9030612,4745.945408,1
2795,19,918,0.776553913,136.2037037,5114.536532,1
2795,20,1228,0.419817348,132.4845277,4494.053105,1
2795,21,1004,0.515338165,132.7968127,5077.271816,1
2795,22,953,0.419475525,143.6631689,4617.622335,1
2795,23,1302,0.387129277,141.9854071,5512.049422,1
2795,24,678,0.839527004,149.2935103,6066.284393,1
2795,25,1242,0.527413721,150.5442834,6390.573149,1
2795,26,1987,0.437540036,137.7891293,5146.573894,1
2795,27,1649,0.732742588,166.7483323,7386.620261,1
2795,28,1273,0.447547696,146.0070699,5791.917917,1
2795,29,1192,0.42428555,138.9236577,5078.090637,1
2795,30,621,0.913501625,139.3816425,4243.127472,1
2795,31,909,0.515536775,149.9977998,6114.424838,1
2795,32,682,0.477162268,120.6803519,3895.894645,1
2795,33,1058,0.40958811,135.3733459,4870.071307,1
2795,34,463,0.610814304,115.0259179,3508.593813,1
2795,35,999,0.571386676,139.7647648,5590.624719,1
2795,36,1406,0.781424528,154.7204836,5959.718662,1
2795,37,1317,0.794065948,134.9840547,4680.436547,1
2795,38,1368,0.594666574,137.6089181,5323.254464,1
2795,39,2138,0.504650103,151.9565014,5859.606351,1
2795,40,2570,0.478611779,159.9797665,6882.173212,1
2795,41,2008,0.325126525,137.1429283,5162.443444,1
2795,42,1350,0.617262956,134.4214815,4728.109935,1
2795,43,880,0.847553625,162.0659091,6646.162096,1
2795,44,1636,0.494661136,141.8331296,5322.008154,1
2795,45,1174,0.587700375,135.3500852,4934.725608,1
2795,46,848,0.764238723,148.3242925,5629.282174,1
2795,47,1398,0.548321761,136.3168813,4902.711448,1
2795,48,1041,0.524564029,154.648415,6473.335198,1
2795,49,1603,0.44159,144.9251404,5726.915991,1
2795,50,1944,0.406054763,159.0874486,6713.893246,1
2795,51,1285,0.5631235,144.3291829,5534.768677,1
2795,52,882,0.775636874,166.824263,7440.89378,1
2795,53,1501,0.548271033,155.4423718,6594.848966,1
2795,54,1641,0.304798062,135.1566118,4163.509931,1
2795,55,1408,0.444011399,135.4346591,4598.986098,1
2795,56,404,0.965145647,202.8267327,6929.941468,0
2795,57,1644,0.566574802,125.2925791,4183.180743,1
2795,58,1715,0.402203805,130.1830904,4326.502408,1
2795,59,1162,0.472572499,133.0223752,5093.852471,1
2795,60,241,0.375216062,126.5726141,4280.399235,1
2797,1,749,0.690291378,118.493992,4300.636191,1
2797,2,1216,0.831068843,119.5337171,3251.215765,1
2797,3,1452,0.445052481,109.8553719,3278.082071,1
2797,4,1410,0.643364499,110.9475177,3490.331252,1
2797,5,1799,0.461454294,111.2884936,3498.160428,1
2797,6,2097,0.524875505,109.3881736,3253.790749,1
2797,7,1863,0.354938914,116.9006978,3898.537845,1
2797,8,1308,0.476224274,109.2721713,3674.897875,1
2797,9,1860,0.317744672,115.0930108,2995.202825,1
2797,10,2167,0.253132459,120.3825565,2691.136379,1
2797,11,1248,0.445845409,125.9863782,3374.894104,1
2797,12,1136,0.820758696,131.0941901,5048.016686,1
2797,13,1255,0.616954422,114.3434263,3810.312014,1
2797,14,1261,0.795310191,113.2339413,2936.11588,1
2797,15,1623,0.459619049,119.4953789,4262.483136,1
2797,16,1646,0.538684461,121.9392467,4349.7033,1
2797,17,888,0.65627798,129.3524775,4819.615919,1
2797,18,1550,0.501254895,110.5219355,3474.719037,1
2797,19,1735,0.469510523,112.6017291,3376.315488,1
2797,20,1031,0.693208141,124.2764306,4793.845502,1
2797,21,603,0.893075482,153.1160862,5801.043572,1
2797,22,1090,0.499164883,118.5862385,3895.238882,1
2797,23,1708,0.421677446,129.7839578,5239.262088,1
2797,24,1525,0.394116336,127.1921311,5084.645716,1
2797,25,1784,0.45444119,120.7471973,4382.809276,1
2797,26,1124,0.742949758,150.8781139,6605.539121,1
2797,27,1106,0.819546524,148.8462929,6146.535113,1
2797,28,739,0.745661357,156.9580514,6152.415873,1
2797,29,1708,0.517363357,117.2845433,4290.195441,1
2797,30,1944,0.388742885,117.7602881,3817.297294,1
2797,31,1267,0.83503448,164.8508287,5838.672676,1
2797,32,1573,0.325788863,120.9561348,3784.844917,1
2797,33,1564,0.410338573,112.4808184,3953.242345,1
2797,34,1825,0.467347097,114.5424658,3732.620525,1
2797,35,1425,0.588250934,113.7340351,3559.189074,1
2797,36,917,0.661105671,116.5899673,4293.498546,1
2797,37,1572,0.470438764,116.0101781,3917.61328,1
2797,38,776,0.776229365,118.8427835,4270.05597,1
2797,39,722,0.654877888,116.4238227,4293.831143,1
2797,40,1366,0.441246414,118.8221083,4033.315169,1
2797,41,1575,0.46147618,114.0761905,3751.912684,1
2797,42,696,0.803590527,118.762931,4391.01117,1
2797,43,1656,0.428752897,116.0700483,3849.684385,1
2797,44,803,0.861523317,108.4196762,3149.055774,1
2797,45,1212,0.378291295,110.5239274,3361.702722,1
2797,46,1367,0.554412099,110.6773958,3553.54167,1
2797,47,923,0.761732659,121.0595883,4437.109486,1
2797,48,1423,0.442893121,108.2902319,3346.329209,1
2797,49,1242,0.660219228,118.6570048,4197.972143,1
2797,50,1072,0.664634275,118.5708955,4204.516145,1
2797,51,1119,0.396128337,118.6389634,3688.592109,1
2797,52,2052,0.30515239,115.8518519,3692.401156,1
2797,53,959,0.549561792,107.2679875,3303.962671,1
2797,54,952,0.736692726,118.0136555,4012.010698,1
2797,55,231,0.964164219,206.1904762,8251.958435,0
2797,56,1011,0.690538589,113.6092977,3662.887588,1
2797,57,1768,0.500681749,113.2409502,3551.62744,1
2797,58,585,0.614264117,127.1316239,4651.166344,1
2797,59,1492,0.339106744,112.8947721,3357.174382,1
2797,60,1618,0.502431622,116.2787392,3761.173863,1
2797,61,1733,0.583817464,113.2677438,3598.128097,1
2797,62,1327,0.39086333,109.2690279,3132.34075,1
2797,63,1127,0.420683254,113.5865129,3389.664964,1
2797,64,1325,0.440547034,115.4709434,3662.350115,1
2797,65,1666,0.44066575,111.1542617,3356.599059,1
2797,66,1550,0.630578973,115.6948387,3980.362915,1
2797,67,1454,0.410030825,122.457359,4121.32611,1
2797,68,1341,0.658646109,113.7919463,3722.783309,1
2797,69,1142,0.622343676,119.0341506,4329.216853,1
2797,70,617,0.858887616,178.4230146,6906.072125,1
2797,71,529,0.964676632,162.6729679,4910.652804,0
2797,72,402,0.903621078,175.4104478,6436.994536,1
2797,73,1203,0.449400378,123.9060682,4483.418424,1
2797,74,2072,0.450213833,136.7094595,5399.683624,1
2797,75,925,0.692772582,115.8908108,3744.564891,1
2797,76,1134,0.675014069,110.984127,3719.499486,1
2797,77,511,0.911341586,186.9510763,5945.253545,0
2797,78,2051,0.455367893,119.2486592,3782.114409,1
2797,79,1882,0.407205468,117.5366631,3984.295119,1
2797,80,1746,0.385044044,120.1981672,4220.990563,1
2797,81,1219,0.39392863,107.6825267,3224.538766,1
2797,82,300,0.971794292,173.8533333,5598.815125,0
2797,83,1744,0.334018154,115.7712156,3105.781736,1
2797,84,1678,0.523739929,115.4505364,3814.456151,1
2797,85,1556,0.431818205,111.3251928,3190.100709,1
2797,86,446,0.965650225,187.4237668,6444.444875,0
2797,87,2473,0.459039168,116.0614638,3379.786693,1
2797,88,1461,0.770456558,114.7371663,3479.046885,1
2797,89,1292,0.730371085,109.4643963,3298.108653,1
2797,90,1853,0.496550815,108.3540205,3287.913037,1
2797,91,1017,0.523633646,120.626352,4230.061488,1
2797,92,597,0.929477134,181.2847571,6654.917978,0
2797,93,1837,0.35859133,109.3489385,3057.523825,1
2797,94,1723,0.295578806,122.8508416,4281.74261,1
2797,95,619,0.864255563,140.365105,4986.971088,1
2797,96,577,0.957691086,164.7313692,4950.004249,0
2797,97,1288,0.670509894,127.6203416,5152.494216,1
2797,98,1198,0.391382361,117.3906511,4015.54233,1
2797,99,870,0.632257939,120.8413793,4412.515277,1
2797,100,1251,0.785181025,119.7513989,3322.73927,1
2797,101,1230,0.61840958,116.8292683,4064.840395,1
2797,102,1820,0.61686247,108.3928571,3382.514987,1
2797,103,1745,0.469276087,127.9140401,4855.386444,1
2797,104,1055,0.476780641,121.4094787,4187.968671,1
2797,105,1270,0.434364537,116.1480315,4014.324674,1
2797,106,1284,0.418264878,121.4096573,4462.293629,1
2797,107,1032,0.898718213,125.5261628,4377.471788,1
2797,108,1017,0.679962099,127.4001967,4773.977729,1
2797,109,1125,0.724579792,121.2391111,4343.813042,1
2797,110,1211,0.542803748,120.2708505,4653.393117,1
2797,111,1160,0.647655613,114.562069,3906.116977,1
2797,112,1301,0.496785283,112.7847809,3585.773161,1
2797,113,1191,0.517725066,118.0377834,4359.738987,1
2797,114,1122,0.601886153,119.0552585,4312.846569,1
2797,115,340,0.650537655,121.3852941,4500.385525,1
2797,116,1207,0.525923033,122.081193,4488.737693,1
2797,117,1256,0.512214352,123.5493631,4701.88003,1
2797,118,1266,0.608276001,119.1524487,4164.135252,1
2797,119,1302,0.485694995,113.0460829,4021.999235,1
2797,120,1043,0.562810126,117.4525407,4331.802351,1
2797,121,1088,0.668097455,121.0238971,4501.277054,1
2797,122,975,0.684574568,128.3476923,4989.106983,1
2797,123,1094,0.729303802,119.6115174,4288.779339,1
2797,124,1490,0.409145324,109.9536913,3431.516264,1
2797,125,1507,0.42734539,124.7796948,4590.134671,1
2797,126,1288,0.548532709,124.1622671,4741.634338,1
2797,127,1534,0.406655937,120.4504563,4463.712165,1
2797,128,321,0.951444608,150.2741433,4689.417413,0
2797,129,1483,0.527135972,118.5549562,4051.35867,1
2797,130,1452,0.673966357,108.7396694,3384.384163,1
2797,131,1839,0.430536377,106.9537792,3281.58675,1
2798,1,418,0.969737878,178.8301435,6338.493354,0
2798,2,364,0.974067212,200.1071429,7114.604438,0
2798,3,1409,0.590262707,133.9467708,4993.029592,1
2798,4,1314,0.436917065,127.1986301,4534.111909,1
2798,5,1604,0.42959234,129.042394,4702.01554,1
2798,6,1128,0.479529961,138.5833333,4943.537264,1
2798,7,918,0.399023953,149.7657952,5324.526531,1
2798,8,1183,0.467791756,135.8360101,4988.338598,1
2798,9,3287,0.439306234,144.2838455,5708.543132,1
2798,10,1705,0.597665573,128.9853372,4579.688784,1
2798,11,1837,0.58801375,126.642896,4280.343079,1
2798,12,2279,0.539925278,123.0179903,4070.896623,1
2798,13,2079,0.467848333,129.5743146,4549.079176,1
2798,14,1655,0.498725654,129.9679758,4820.408659,1
2798,15,1824,0.596505553,117.620614,3654.181272,1
2798,16,1604,0.562261337,119.8534913,4109.535978,1
2798,17,326,0.966264618,171.4110429,5427.259637,0
2798,18,1849,0.610453339,120.8988643,4137.560125,1
2798,19,870,0.78218153,156.0183908,6526.590968,1
2798,20,1233,0.596299764,122.3990268,4232.797192,1
2798,21,1343,0.52716826,115.5666418,3827.227557,1
2798,22,862,0.860072043,152.387471,5953.230176,1
2798,23,1366,0.564315485,119.7210835,4000.812498,1
2798,24,1498,0.525893694,118.3304406,3662.035656,1
2798,25,1123,0.470963989,125.3268032,4106.715199,1
2798,26,1046,0.563641208,147.3432122,6211.047539,1
2798,27,1482,0.52814275,128.951417,4872.579443,1
2798,28,1422,0.429109455,122.8895921,3973.439283,1
2798,29,486,0.969826016,183.4588477,5619.807992,0
2798,30,1285,0.438384262,129.277821,4898.95249,1
2798,31,1167,0.614615435,122.1773779,4226.046362,1
2798,32,1340,0.524186722,127.3119403,4483.891421,1
2798,33,294,0.944981342,174.7721088,6500.993194,0
2798,34,1545,0.544366546,154.1100324,7008.211461,1
2798,35,2985,0.330843034,124.2961474,3910.629407,1
2798,36,1764,0.514439551,119.6655329,4222.799272,1
2798,37,779,0.913877143,168.8613607,5851.366829,0
2798,38,1780,0.577572395,121.8646067,4226.715404,1
2798,39,1891,0.474517329,161.8514014,7538.947589,1
2798,40,1055,0.641290517,115.3744076,3777.378769,1
2798,41,755,0.565762577,122.0066225,4330.276107,1
2798,42,1017,0.65730175,119.0098328,4217.627259,1
2798,43,1547,0.763377317,112.2294764,3374.885282,1
2798,44,1307,0.434562244,119.8714614,3698.949289,1
2798,45,1657,0.537889044,123.2287266,4373.844694,1
2798,46,1967,0.356872183,118.5282156,3685.446998,1
2798,47,1279,0.749194678,134.8577013,4884.18421,1
2798,48,1354,0.683515829,122.7717873,3812.232661,1
2798,49,1006,0.71193755,127.0755467,4462.683639,1
2798,50,1740,0.604180134,125.2856322,4591.870679,1
2798,51,1200,0.80447038,124.9283333,3587.89631,1
2798,52,2526,0.513404869,128.4014252,4597.536565,1
2798,53,2271,0.58798178,121.4715984,4138.193548,1
2798,54,1515,0.470115187,119.2250825,3868.912886,1
2798,55,1749,0.725737309,119.2018296,3612.334501,1
2798,56,1627,0.836634042,118.5199754,2380.792942,1
2798,57,1967,0.474677147,116.7524148,3708.741318,1
2798,58,2064,0.337338423,123.8890504,3670.580878,1
2798,59,1535,0.497089904,109.818241,3403.489562,1
2798,60,1680,0.519542516,134.614881,5237.202591,1
2798,61,1334,0.835595798,129.0037481,4034.110625,1
2799,1,1740,0.300620343,143.5902299,5090.478412,1
2799,2,1730,0.525734384,141.1104046,5197.419474,1
2799,3,2566,0.22348448,147.8760717,5512.723823,1
2799,4,1113,0.397315776,136.9056604,4305.112149,1
2799,5,1236,0.639438881,151.22411,6530.553511,1
2799,6,1581,0.31273217,165.5471221,5260.720757,1
2799,7,598,0.627914431,156.4882943,6901.675679,1
2799,8,844,0.455992353,143.042654,5177.607201,1
2799,9,1511,0.333384103,161.8477829,5869.978174,1
2799,10,676,0.627774548,149.6183432,6024.278329,1
2799,11,1456,0.515460399,143.5082418,5646.261351,1
2799,12,1293,0.327586736,164.9783449,7134.031461,1
2799,13,1408,0.547204514,163.8430398,7174.983329,1
2799,14,1172,0.718250518,180.0912969,8260.484428,1
2799,15,1916,0.271739487,164.4660752,6031.760166,1
2799,16,691,0.6548282,173.5962373,7867.92603,1
2799,17,1593,0.469134389,144.1305712,5729.6966,1
2799,18,2316,0.549368947,150.8104491,5596.83783,1
2799,19,53,0.440147063,217.7924528,10892.64739,0
2799,20,805,0.712502011,174.6745342,7238.614074,1
2799,21,1902,0.367362155,170.6288118,6908.337776,1
2799,22,1726,0.405135268,146.603708,5690.97289,1
2799,23,1970,0.456019145,142.7761421,5219.882616,1
2799,24,1278,0.71123534,164.8935837,6889.796951,1
2799,25,770,0.81938662,165.6714286,5909.844352,1
2799,26,2132,0.401843699,163.2917448,6663.624815,1
2799,27,1386,0.384640124,167.8261183,6595.733453,1
2799,28,1382,0.383018207,166.5463097,6381.125391,1
2799,29,2042,0.443216197,157.2076396,6492.762484,1
2799,30,287,0.965670225,207.7804878,8292.687057,0
2799,31,913,0.658991994,168.8630887,7353.0669,1
2799,32,1781,0.793686247,149.2083099,5275.528433,1
2799,33,1399,0.387301262,169.5611151,7534.392287,1
2799,34,1821,0.207170393,124.0746842,3842.732904,1
2799,35,1501,0.578614515,191.308461,9563.008217,1
2799,36,588,0.301240555,130.8877551,3257.879575,1
2799,37,752,0.954560784,206.1103723,7976.808219,0
2799,38,1343,0.58379913,136.4906925,5072.899552,1
2799,39,1226,0.585882577,138.959217,5007.869543,1
2799,40,1228,0.365379112,136.1718241,5023.81776,1
2799,41,1273,0.405491695,175.1743912,7329.592849,1
2799,42,1360,0.657719123,149.0897059,5685.873695,1
2799,43,851,0.7276997,157.7250294,6652.104043,1
2799,44,954,0.4140092,168.0607966,7004.955501,1
2799,45,957,0.738160603,150.8275862,5667.694271,1
2799,46,833,0.550035296,161.7190876,6956.845964,1
2799,47,1228,0.491474061,155.3200326,6399.674352,1
2799,48,1242,0.488037581,133.1215781,4621.131252,1
2799,49,1005,0.499215081,139.2069652,5443.15355,1
2799,50,713,0.497313217,167.9831697,7520.130873,1
2799,51,698,0.802164018,149.8753582,5975.465052,1
2799,52,1082,0.498239647,126.0998152,4387.908459,1
2799,53,1985,0.51728951,144.0921914,5451.008718,1
2799,54,1460,0.504975803,132.140411,5025.293831,1
2799,55,883,0.646758759,144.5673839,5485.336768,1
2799,56,958,0.661418319,147.9979123,5904.922042,1
2799,57,1660,0.831736293,172.253012,6281.49954,1
2799,58,1326,0.358536594,146.9924585,5032.311683,1
2799,59,2070,0.572838024,175.0502415,7355.351876,1
2799,60,2029,0.544724557,142.0921636,5333.485789,1
2799,61,2740,0.319087441,179.7324818,8657.097786,1
2799,62,1818,0.41959707,155.1061606,6386.944926,1
2799,63,1956,0.483030658,130.9059305,4816.845625,1
2799,64,1960,0.51978522,156.1979592,6270.854971,1
2799,65,1244,0.484199981,131.0016077,4626.521181,1
2799,66,2102,0.35380314,132.2540438,4980.623872,1
2799,67,841,0.584221586,143.216409,5831.275415,1
2799,68,1273,0.556269485,150.0816968,6271.963715,1
2799,69,1326,0.456442932,187.0158371,8474.152833,1
2799,70,1319,0.537651585,172.8165277,7778.102584,1
2799,71,1782,0.596337108,136.3372615,4991.040625,1
2799,72,1475,0.444046389,158.8874576,6017.559586,1
2799,73,1522,0.514404962,150.3863338,5909.766107,1
2799,74,1634,0.42453855,138.1364749,5414.774586,1
2799,75,2157,0.438259532,127.718127,4525.617744,1
2799,76,1737,0.671702691,154.4093264,6074.144816,1
2799,77,1409,0.369332727,170.8026969,7545.872925,1
2799,78,1223,0.56365223,163.2142273,6919.851923,1
